N,P,K,temperature,humidity,ph,rainfall,label
65,109,23,27.80380966527466,15.531674282473485,6.103823824888586,122.96473167718851,mothbeans
15,93,193,10.230114146477975,96.043958495106,6.869103534449195,89.59395163998288,mungbean
131,48,55,41.10849786624125,68.6106191621416,7.166589441586183,217.78300801363793,rice
17,70,135,35.15281949993738,30.75712421121766,4.607468414308681,105.30462113955183,chickpea
126,18,139,24.401225290285648,60.92969463018373,5.005853814696572,107.50964167770537,mungbean
132,93,26,40.952895417611934,66.21246782189438,4.930229746532533,286.6674738176288,pomegranate
122,75,169,14.396558701312916,50.82558596503661,8.635740351784808,255.73343783183654,chickpea
69,95,203,30.94250767763492,58.08918043652916,6.345185300467097,203.27536769225492,lentil
94,87,121,41.581281225522474,55.43150517906779,6.064564070800131,71.94581028444492,rice
133,91,193,30.119551303616753,23.201892455196866,9.569374604172909,190.21946250563272,lentil
64,141,42,36.282724683052805,75.47234677658514,7.257741162957997,77.46644636077608,chickpea
37,13,28,12.482535461453187,59.65688568635628,7.449311076815848,251.33440489803303,pigeonpeas
92,105,37,26.57606620953347,38.69988459272578,7.6818712617801514,49.805768962049434,maize
118,121,35,39.139912983711795,40.06431007198317,7.464792965854118,68.26309080073256,blackgram
104,137,162,14.379185460685523,34.27812648383329,8.97036863641538,221.76029824990297,rice
20,37,134,26.827276705652157,98.5042464291877,8.255300587049849,49.62430550340592,mungbean
136,6,71,9.48947471148924,97.13939002290881,8.109738453262942,152.52965169740355,pigeonpeas
73,45,20,25.585432293774396,18.35759343345444,7.933606071106417,181.03742870854975,chickpea
13,108,196,42.475184242977264,42.999611368655216,6.128638526047265,218.04572775164183,lentil
109,31,96,35.039434761595544,49.936952602256646,9.296426743806816,109.67204981447851,kidneybeans
45,141,195,27.374504025619608,21.117125640192615,5.988918988063055,194.6365467127821,pomegranate
34,111,164,14.961803058680221,34.46227823365793,4.437626975176377,56.68224721159405,blackgram
87,17,116,21.106171387039524,79.55674445113513,3.9078291048619875,172.69908791395514,mungbean
55,33,54,26.687166778506903,90.20590223324882,6.4400410079722725,211.71175637936295,pigeonpeas
90,56,90,42.7996987186695,55.80120483497113,7.400213394791642,251.47641467319366,rice
55,113,98,8.711409613723829,31.49752476737391,8.96556248833214,50.837773454260045,kidneybeans
113,10,186,20.798778980901808,73.14283304601841,5.888269548515354,176.7566677435574,blackgram
89,116,72,22.32762841360079,41.96841752491973,4.24259576626673,65.77410024069002,pigeonpeas
32,14,88,17.14250342017241,81.85447406473273,9.391817497292255,71.33406302632457,mothbeans
124,119,39,15.162572871401634,66.5220308868852,5.506908373258938,27.633206342696383,chickpea
18,134,19,40.05517874783233,64.05207871067884,5.174719434820325,167.58525961818086,maize
12,142,53,16.051629611705103,64.67590731162747,4.083132921233877,263.9634994867864,mungbean
30,120,18,18.11571029180896,35.20728052516915,6.166045859058679,139.0005121766917,maize
110,139,74,34.13871810236421,41.24971295072987,4.402831009711035,183.78131810646892,pomegranate
129,43,129,41.09706569685401,55.81636771728268,4.456312064953809,38.71829514147572,pomegranate
136,94,116,22.23487288933626,16.205730965095388,4.549450140690572,48.73021096292803,lentil
52,74,101,8.355435274427274,72.51508517464764,6.365520037715585,213.56595605345976,rice
87,101,104,36.33168363153792,55.57801925466898,4.352583395770329,263.9455203310948,rice
52,107,197,29.06884575536764,70.28058814416345,7.032697999229375,236.0824551359985,mothbeans
55,102,86,9.7960698937799,89.99331099801691,6.462112984159493,258.65717392619274,kidneybeans
96,75,180,19.43764950306193,60.862996106390966,5.38360303066141,54.705083713346326,chickpea
134,103,66,37.65622091548673,82.35097526367491,6.432018749269948,143.58837903028538,mothbeans
133,126,159,23.1403440991555,38.74602271682241,6.91163134791417,212.52584975584054,pigeonpeas
127,136,84,42.09608714499885,37.691683890792646,8.929373577481755,177.61046075832766,blackgram
28,96,23,34.6545375506752,62.00925499581747,4.553590141431427,166.18981306129064,pigeonpeas
70,53,20,11.12200831764059,45.01777021422507,8.41184030586776,54.73501323724904,chickpea
103,67,141,11.626125186109618,21.688874378288226,3.561263788252938,182.65948974712362,mungbean
11,137,148,19.698994973524556,49.888288412723696,9.238451833880127,261.75933992124055,mothbeans
53,81,203,27.72973910847483,59.362568860099685,4.697130759870487,35.85556981924677,kidneybeans
108,69,170,27.45761144674467,80.94687207451771,6.484408836028505,194.17986620069627,mungbean
10,130,149,22.30776095478481,29.40660793935828,6.2037718057283024,72.47749316559836,rice
123,139,96,9.77223818068516,15.74026257433599,8.69593994070081,73.83694304784427,rice
92,120,129,27.50767368453582,39.47616382410213,9.843547832795917,224.05010212884676,chickpea
56,61,55,22.70496996265181,51.928946429721684,3.5967078226950235,54.99256129833423,pomegranate
75,123,122,15.760462015940353,79.64767991035136,4.387948214210735,78.92324353477346,blackgram
74,25,167,35.44860538289542,57.60201437769811,3.791095710520775,200.0349924115393,lentil
57,82,148,8.339481571309719,16.590087387954807,9.272918178384698,59.04499662005425,maize
109,32,196,27.200141608395363,46.018111226411264,7.7598919614883775,126.00969778969208,pigeonpeas
86,65,29,33.805644831478276,65.63057097099298,6.669133948131529,107.33915540691923,maize
126,54,80,41.333660119301115,41.85158556840784,9.270185048893772,234.069685070883,mothbeans
24,90,119,29.553188422229475,45.71644880990631,5.549965490512023,289.43201584809236,pomegranate
108,48,125,41.66975946618201,37.50789270698877,5.527429659084767,34.05675251082728,mungbean
112,6,121,25.215688641048903,43.90774190208607,7.372876819201267,194.4529407230419,maize
82,134,115,12.803228690632025,74.2230345899897,9.737430901156966,178.54843124316457,mothbeans
75,21,36,33.94538999486607,47.39127496760465,8.559790696878196,235.17503797096134,mungbean
22,113,176,28.548839626695887,54.6192560372839,8.043328244118344,27.689522735635734,pigeonpeas
139,72,90,36.036111545645596,86.2809229186754,7.426796254715695,201.05909267986004,mungbean
64,141,161,25.237180616249617,43.72198599759413,4.482230753641749,189.08759663590834,chickpea
35,78,51,26.780428500629803,15.993533333696192,6.716220206381363,160.74598475855726,pomegranate
137,118,24,38.43543424556197,15.047231728767676,4.003068060874781,21.099602168060784,kidneybeans
95,120,122,34.99464346514076,81.39800543863386,5.518403095969214,296.59229566015466,lentil
100,16,177,33.608338252520056,18.56907381949386,8.622863405990543,114.73234764527344,pigeonpeas
40,45,122,32.14621721523933,27.328960725598925,6.1940755279283675,249.66199907179117,mungbean
79,67,113,11.394807554917962,83.45990153441832,4.413142981289766,103.94494057669705,mothbeans
97,103,151,33.65739903085321,27.89698391503825,8.847580604767417,49.500567847079985,rice
92,104,137,29.11434084394852,33.45571926592426,4.518632971237002,22.032823934583785,lentil
70,132,60,35.51206737373264,90.58500658329682,8.907650791287983,161.46492317198286,lentil
111,27,176,9.27487903224812,46.122685845165115,7.797770182470256,273.22431532459206,mungbean
27,15,44,26.891575066117927,54.26950165044909,6.16694254141138,190.19424053464274,kidneybeans
15,70,177,20.805757467072013,96.70781726106264,4.095209804600735,247.53567636914053,pomegranate
85,55,182,15.872524369290447,61.980627000277195,5.347947097940361,215.64340861866583,rice
51,110,183,18.058800592147243,43.940645859010175,5.388107348097905,274.48603335234117,pigeonpeas
102,65,15,20.112785671545524,86.19618846540712,8.531535979319042,277.1212504067324,mungbean
90,45,151,18.586042063033922,19.760980477930143,7.397100558255753,132.93638646682362,chickpea
78,22,146,23.107437139474115,37.73873249595545,9.131926054376134,257.14235820734496,mungbean
59,34,62,18.36935528021825,49.490564134686146,8.42791454064317,166.47021543379995,lentil
139,18,147,23.29554146532725,54.354775667133076,8.652746309667283,151.53929100790327,mungbean
73,46,202,16.097466918445047,52.37251604744687,6.52988944400384,285.1080692649055,mungbean
29,132,200,26.138013775121692,87.73169495238271,8.36756239586926,143.30997738069948,pomegranate
118,27,91,9.56039167367494,65.33244527693239,7.127853106258134,186.06880492651396,mothbeans
10,45,55,12.195043951619095,94.44639343203954,3.5724827386200886,246.05786158625273,blackgram
36,18,16,13.076200394472572,79.30678392487263,3.7776308644420893,80.66384953636107,mungbean
36,17,18,9.603557084397195,53.402461755664234,6.563245934665781,39.10234648787615,maize
66,57,155,36.20621210974694,52.035757067119455,9.743211847223229,79.21134216070863,kidneybeans
135,103,190,30.435465330720593,33.50951307280879,7.709321434647362,226.757334323094,blackgram
123,92,48,30.930197619884765,17.100694636433772,6.929592003756765,80.13406552824188,pomegranate
55,53,169,41.38604276097051,85.74747385478294,9.567978375420303,270.98419683155896,maize
39,109,80,42.15602428256802,86.70852319590688,9.447783815422303,33.39580220472985,kidneybeans
59,97,192,20.429996186571223,82.10964743875013,8.707422259960733,251.67097225598698,blackgram
14,17,148,41.321951386878204,38.75236894806926,5.628799815746865,205.12224927854152,kidneybeans
90,103,177,14.612814834743718,62.125409157381604,9.458378330092593,254.4735734857002,rice
120,20,67,21.686154811709468,64.82788619407499,8.320381980823996,43.12746862724339,pigeonpeas
30,118,138,18.93168751169649,57.550620075551194,5.68470242266345,172.39307249503454,kidneybeans
111,70,71,11.90015809118298,22.12080632127639,8.776065158077847,260.9710519843462,rice
14,123,52,15.497864189024316,93.77545853121775,7.486357323284356,260.07854421495097,lentil
100,83,181,24.43580013168541,43.70291607540653,8.833205930252923,260.1304151768612,pomegranate
51,56,34,27.87668739210007,76.54673201669448,3.9636582351948855,25.789379658454017,blackgram
94,144,108,36.33236712256996,20.888276822639376,6.538049237873443,176.90865029927056,mothbeans
121,61,21,42.825211844979655,49.928744362057586,8.897469560611217,35.320996282622836,maize
120,105,117,19.883472272008397,89.19077814545197,8.225716910684572,20.58110339562122,pigeonpeas
66,134,201,27.169630089158854,58.342147676313694,9.450540340656104,138.79133075028614,lentil
67,130,107,25.901128833353248,22.655949862011404,5.9208319003758,159.15826551768382,maize
33,32,201,16.19984063158811,82.3584298586266,5.894341782030783,30.279802249862957,blackgram
85,32,50,13.752344176900523,15.205734299338902,5.707400933891924,270.9465971681185,mungbean
92,70,22,10.822727172285214,16.01500395499911,8.101536684404701,99.4448699641838,pomegranate
138,132,155,20.987681044272712,95.67848474712501,4.884252809803197,149.29052125737024,lentil
71,129,126,13.092395428906974,43.28196950817599,3.8164845481671583,50.9601071527163,mungbean
80,46,57,24.07589319522381,42.30968512381949,3.609884014726929,102.0844080263057,mothbeans
130,136,160,31.12684512604863,88.11174114026102,3.5012950707953805,224.6804465378463,chickpea
93,54,72,15.95581212566098,42.28473979870139,6.250013782214197,171.61742994796862,mungbean
62,80,56,13.28654587961514,87.52236306764848,3.681276976286727,163.8048390358687,maize
56,94,124,19.28139546921312,75.94879659086419,4.095036027116557,40.666694664209366,rice
44,9,43,19.29969551305795,38.259256838421805,4.981719871296968,177.65476201065593,blackgram
85,87,135,30.906768309182254,82.7190545109779,8.239969414984795,245.70269632043966,pomegranate
41,136,111,42.20137004090244,81.56050321066363,9.473590852960626,26.845639944892508,kidneybeans
42,34,118,32.83950535026216,28.04931893022306,7.927553860719749,52.37754217772035,blackgram
100,40,23,16.91699599046319,47.27730714574067,9.248440762853956,111.9320935863726,pigeonpeas
91,88,146,20.345733605674333,62.376484895900866,8.74762277086965,82.6595072621346,lentil
44,107,42,26.5818500545475,93.62298634036586,3.7142115619406786,281.9070649523276,blackgram
33,95,26,17.188323246467895,26.30705472783739,7.094095020671479,29.79829476473796,chickpea
59,101,82,21.971083749828658,91.50299158358196,7.824985901388915,111.22490377924709,chickpea
128,131,71,12.09357483120616,33.42380932170444,6.049515062885762,66.39083487801639,chickpea
121,66,144,36.114149883021156,71.18397691243354,7.493565207236031,69.10524470460754,maize
57,86,152,33.137419734808965,92.41057317344588,9.204655419723192,26.191052016890662,mothbeans
61,51,138,17.576339495404156,43.926424140019506,8.511025351161356,264.0737754741639,pomegranate
74,22,178,19.067960135329884,41.91435589457922,3.504267670579001,92.99654558868367,chickpea
10,73,178,22.16575926241068,49.58472601060822,5.381702877429156,217.44025473545716,blackgram
115,87,190,8.773873460763776,89.75091603082006,6.908087798365896,44.44459777695715,mungbean
74,82,148,21.41580052905448,18.300259981355083,8.805282590786266,224.5496555661507,mungbean
130,144,93,32.72826085056518,55.267316746231906,6.267367637077723,146.1070900577281,chickpea
30,104,177,9.605189674531097,96.88739858731743,8.067152833937339,230.69848290982156,mothbeans
81,123,76,34.01761569108405,59.482930137170875,6.121649073066536,94.96294825719838,lentil
20,103,79,10.483856384290094,49.21708517850965,6.193668683741187,217.2144128096513,blackgram
